    id    power(W) source(n/s)
   739 2.39191E+00 1.23324E+09
   743 2.39191E+00 1.23324E+09
   744 2.39190E+00 1.23324E+09
   715 2.85361E+00 1.47083E+09
   716 2.85361E+00 1.47083E+09
   720 2.85361E+00 1.47083E+09
   721 2.85361E+00 1.47083E+09
   740 2.39191E+00 1.23324E+09
   741 2.39191E+00 1.23324E+09
   745 2.39190E+00 1.23324E+09
   746 2.39191E+00 1.23324E+09
   716 2.85361E+00 1.47083E+09
   717 2.85361E+00 1.47083E+09
   721 2.85361E+00 1.47083E+09
   722 2.85361E+00 1.47083E+09
   741 2.39191E+00 1.23324E+09
   742 2.39191E+00 1.23324E+09
   746 2.39191E+00 1.23324E+09
   747 2.39190E+00 1.23324E+09
   717 2.85361E+00 1.47083E+09
   718 2.85361E+00 1.47083E+09
   722 2.85361E+00 1.47083E+09
   723 2.85361E+00 1.47083E+09
   742 2.39191E+00 1.23324E+09
   743 2.39191E+00 1.23324E+09
   747 2.39190E+00 1.23324E+09
   748 2.39190E+00 1.23324E+09
   718 2.85361E+00 1.47083E+09
   719 2.85361E+00 1.47083E+09
   723 2.85361E+00 1.47083E+09
   724 2.85361E+00 1.47083E+09
   743 2.39191E+00 1.23324E+09
   744 2.39190E+00 1.23324E+09
   748 2.39190E+00 1.23324E+09
   749 2.39190E+00 1.23324E+09
   725 2.39190E+00 1.23324E+09
   726 2.39190E+00 1.23324E+09
   730 2.39190E+00 1.23324E+09
   731 2.39190E+00 1.23324E+09
   750 1.90558E+00 9.83014E+08
   751 1.90558E+00 9.83014E+08
   755 1.90558E+00 9.83014E+08
   756 1.90558E+00 9.83014E+08
   726 2.39190E+00 1.23324E+09
   727 2.39190E+00 1.23324E+09
   731 2.39190E+00 1.23324E+09
   732 2.39191E+00 1.23324E+09
   751 1.90558E+00 9.83014E+08
   752 1.90558E+00 9.83014E+08
   756 1.90558E+00 9.83014E+08
   757 1.90558E+00 9.83015E+08
   727 2.39190E+00 1.23324E+09
   728 2.39190E+00 1.23324E+09
   732 2.39191E+00 1.23324E+09
   733 2.39191E+00 1.23324E+09
   752 1.90558E+00 9.83014E+08
   753 1.90558E+00 9.83014E+08
   757 1.90558E+00 9.83015E+08
   758 1.90558E+00 9.83015E+08
   728 2.39190E+00 1.23324E+09
   729 2.39191E+00 1.23324E+09
   733 2.39191E+00 1.23324E+09
   734 2.39191E+00 1.23324E+09
   753 1.90558E+00 9.83014E+08
   754 1.90558E+00 9.83015E+08
   758 1.90558E+00 9.83015E+08
   759 1.90558E+00 9.83015E+08
   730 2.39190E+00 1.23324E+09
   731 2.39190E+00 1.23324E+09
   735 2.39191E+00 1.23324E+09
   736 2.39191E+00 1.23324E+09
   755 1.90558E+00 9.83014E+08
   756 1.90558E+00 9.83014E+08
   760 1.90558E+00 9.83014E+08
   761 1.90558E+00 9.83015E+08
   731 2.39190E+00 1.23324E+09
   732 2.39191E+00 1.23324E+09
   736 2.39191E+00 1.23324E+09
   737 2.39191E+00 1.23324E+09
   756 1.90558E+00 9.83014E+08
   757 1.90558E+00 9.83015E+08
   761 1.90558E+00 9.83015E+08
   762 1.90558E+00 9.83015E+08
   732 2.39191E+00 1.23324E+09
   733 2.39191E+00 1.23324E+09
   737 2.39191E+00 1.23324E+09
   738 2.39191E+00 1.23324E+09
   757 1.90558E+00 9.83015E+08
   758 1.90558E+00 9.83015E+08
   762 1.90558E+00 9.83015E+08
   763 1.90558E+00 9.83015E+08
   733 2.39191E+00 1.23324E+09
   734 2.39191E+00 1.23324E+09
   738 2.39191E+00 1.23324E+09
   739 2.39191E+00 1.23324E+09
   758 1.90558E+00 9.83015E+08
   759 1.90558E+00 9.83015E+08
   763 1.90558E+00 9.83015E+08
   764 1.90558E+00 9.83015E+08
   735 2.39191E+00 1.23324E+09
   736 2.39191E+00 1.23324E+09
   740 2.39191E+00 1.23324E+09
   741 2.39191E+00 1.23324E+09
   760 1.90558E+00 9.83014E+08
   761 1.90558E+00 9.83015E+08
   765 1.90558E+00 9.83015E+08
   766 1.90558E+00 9.83015E+08
   736 2.39191E+00 1.23324E+09
   737 2.39191E+00 1.23324E+09
   741 2.39191E+00 1.23324E+09
   742 2.39191E+00 1.23324E+09
   761 1.90558E+00 9.83015E+08
   762 1.90558E+00 9.83015E+08
   766 1.90558E+00 9.83015E+08
   767 1.90558E+00 9.83015E+08
   737 2.39191E+00 1.23324E+09
   738 2.39191E+00 1.23324E+09
   742 2.39191E+00 1.23324E+09
   743 2.39191E+00 1.23324E+09
   762 1.90558E+00 9.83015E+08
   763 1.90558E+00 9.83015E+08
   767 1.90558E+00 9.83015E+08
   768 1.90558E+00 9.83015E+08
   738 2.39191E+00 1.23324E+09
   739 2.39191E+00 1.23324E+09
   743 2.39191E+00 1.23324E+09
   744 2.39190E+00 1.23324E+09
   763 1.90558E+00 9.83015E+08
   764 1.90558E+00 9.83015E+08
   768 1.90558E+00 9.83015E+08
   769 1.90558E+00 9.83014E+08
   740 2.39191E+00 1.23324E+09
   741 2.39191E+00 1.23324E+09
   745 2.39190E+00 1.23324E+09
   746 2.39191E+00 1.23324E+09
   765 1.90558E+00 9.83015E+08
   766 1.90558E+00 9.83015E+08
   770 1.90558E+00 9.83014E+08
   771 1.90558E+00 9.83015E+08
   741 2.39191E+00 1.23324E+09
   742 2.39191E+00 1.23324E+09
   746 2.39191E+00 1.23324E+09
   747 2.39190E+00 1.23324E+09
   766 1.90558E+00 9.83015E+08
   767 1.90558E+00 9.83015E+08
   771 1.90558E+00 9.83015E+08
   772 1.90558E+00 9.83015E+08
   742 2.39191E+00 1.23324E+09
   743 2.39191E+00 1.23324E+09
   747 2.39190E+00 1.23324E+09
   748 2.39190E+00 1.23324E+09
   767 1.90558E+00 9.83015E+08
   768 1.90558E+00 9.83015E+08
   772 1.90558E+00 9.83015E+08
   773 1.90558E+00 9.83014E+08
   743 2.39191E+00 1.23324E+09
   744 2.39190E+00 1.23324E+09
   748 2.39190E+00 1.23324E+09
   749 2.39190E+00 1.23324E+09
   768 1.90558E+00 9.83015E+08
   769 1.90558E+00 9.83014E+08
   773 1.90558E+00 9.83014E+08
   774 1.90558E+00 9.83014E+08
   750 1.90558E+00 9.83014E+08
   751 1.90558E+00 9.83014E+08
   755 1.90558E+00 9.83014E+08
   756 1.90558E+00 9.83014E+08
   775 1.38415E+00 7.14725E+08
   776 1.38415E+00 7.14725E+08
   780 1.38415E+00 7.14725E+08
   781 1.38415E+00 7.14725E+08
   751 1.90558E+00 9.83014E+08
   752 1.90558E+00 9.83014E+08
   756 1.90558E+00 9.83014E+08
   757 1.90558E+00 9.83015E+08
   776 1.38415E+00 7.14725E+08
   777 1.38415E+00 7.14725E+08
   781 1.38415E+00 7.14725E+08
   782 1.38415E+00 7.14725E+08
   752 1.90558E+00 9.83014E+08
   753 1.90558E+00 9.83014E+08
   757 1.90558E+00 9.83015E+08
   758 1.90558E+00 9.83015E+08
   777 1.38415E+00 7.14725E+08
   778 1.38415E+00 7.14725E+08
   782 1.38415E+00 7.14725E+08
   783 1.38415E+00 7.14725E+08
   753 1.90558E+00 9.83014E+08
   754 1.90558E+00 9.83015E+08
   758 1.90558E+00 9.83015E+08
   759 1.90558E+00 9.83015E+08
   778 1.38415E+00 7.14725E+08
   779 1.38415E+00 7.14725E+08
   783 1.38415E+00 7.14725E+08
   784 1.38415E+00 7.14725E+08
   755 1.90558E+00 9.83014E+08
   756 1.90558E+00 9.83014E+08
   760 1.90558E+00 9.83014E+08
   761 1.90558E+00 9.83015E+08
   780 1.38415E+00 7.14725E+08
   781 1.38415E+00 7.14725E+08
   785 1.38415E+00 7.14725E+08
   786 1.38415E+00 7.14725E+08
   756 1.90558E+00 9.83014E+08
   757 1.90558E+00 9.83015E+08
   761 1.90558E+00 9.83015E+08
   762 1.90558E+00 9.83015E+08
   781 1.38415E+00 7.14725E+08
   782 1.38415E+00 7.14725E+08
   786 1.38415E+00 7.14725E+08
   787 1.38415E+00 7.14725E+08
   757 1.90558E+00 9.83015E+08
   758 1.90558E+00 9.83015E+08
   762 1.90558E+00 9.83015E+08
   763 1.90558E+00 9.83015E+08
   782 1.38415E+00 7.14725E+08
   783 1.38415E+00 7.14725E+08
   787 1.38415E+00 7.14725E+08
   788 1.38415E+00 7.14725E+08
   758 1.90558E+00 9.83015E+08
   759 1.90558E+00 9.83015E+08
   763 1.90558E+00 9.83015E+08
   764 1.90558E+00 9.83015E+08
   783 1.38415E+00 7.14725E+08
   784 1.38415E+00 7.14725E+08
   788 1.38415E+00 7.14725E+08
   789 1.38415E+00 7.14725E+08
   760 1.90558E+00 9.83014E+08
   761 1.90558E+00 9.83015E+08
   765 1.90558E+00 9.83015E+08
   766 1.90558E+00 9.83015E+08
   785 1.38415E+00 7.14725E+08
   786 1.38415E+00 7.14725E+08
   790 1.38415E+00 7.14725E+08
   791 1.38415E+00 7.14725E+08
   761 1.90558E+00 9.83015E+08
   762 1.90558E+00 9.83015E+08
   766 1.90558E+00 9.83015E+08
   767 1.90558E+00 9.83015E+08
   786 1.38415E+00 7.14725E+08
   787 1.38415E+00 7.14725E+08
   791 1.38415E+00 7.14725E+08
   792 1.38415E+00 7.14725E+08
   762 1.90558E+00 9.83015E+08
   763 1.90558E+00 9.83015E+08
   767 1.90558E+00 9.83015E+08
   768 1.90558E+00 9.83015E+08
   787 1.38415E+00 7.14725E+08
   788 1.38415E+00 7.14725E+08
   792 1.38415E+00 7.14725E+08
   793 1.38415E+00 7.14725E+08
   763 1.90558E+00 9.83015E+08
   764 1.90558E+00 9.83015E+08
   768 1.90558E+00 9.83015E+08
   769 1.90558E+00 9.83014E+08
   788 1.38415E+00 7.14725E+08
   789 1.38415E+00 7.14725E+08
   793 1.38415E+00 7.14725E+08
   794 1.38415E+00 7.14725E+08
   765 1.90558E+00 9.83015E+08
   766 1.90558E+00 9.83015E+08
   770 1.90558E+00 9.83014E+08
   771 1.90558E+00 9.83015E+08
   790 1.38415E+00 7.14725E+08
   791 1.38415E+00 7.14725E+08
   795 1.38415E+00 7.14725E+08
   796 1.38415E+00 7.14725E+08
   766 1.90558E+00 9.83015E+08
   767 1.90558E+00 9.83015E+08
   771 1.90558E+00 9.83015E+08
   772 1.90558E+00 9.83015E+08
   791 1.38415E+00 7.14725E+08
   792 1.38415E+00 7.14725E+08
   796 1.38415E+00 7.14725E+08
   797 1.38415E+00 7.14725E+08
   767 1.90558E+00 9.83015E+08
   768 1.90558E+00 9.83015E+08
   772 1.90558E+00 9.83015E+08
   773 1.90558E+00 9.83014E+08
   792 1.38415E+00 7.14725E+08
   793 1.38415E+00 7.14725E+08
   797 1.38415E+00 7.14725E+08
   798 1.38415E+00 7.14725E+08
   768 1.90558E+00 9.83015E+08
   769 1.90558E+00 9.83014E+08
   773 1.90558E+00 9.83014E+08
   774 1.90558E+00 9.83014E+08
   793 1.38415E+00 7.14725E+08
   794 1.38415E+00 7.14725E+08
   798 1.38415E+00 7.14725E+08
   799 1.38415E+00 7.14724E+08
   775 1.38415E+00 7.14725E+08
   776 1.38415E+00 7.14725E+08
   780 1.38415E+00 7.14725E+08
   781 1.38415E+00 7.14725E+08
   800 7.64199E-01 3.95747E+08
   801 7.64198E-01 3.95747E+08
   805 7.64199E-01 3.95747E+08
   806 7.64199E-01 3.95748E+08
   776 1.38415E+00 7.14725E+08
   777 1.38415E+00 7.14725E+08
   781 1.38415E+00 7.14725E+08
   782 1.38415E+00 7.14725E+08
   801 7.64198E-01 3.95747E+08
   802 7.64198E-01 3.95747E+08
   806 7.64199E-01 3.95748E+08
   807 7.64199E-01 3.95747E+08
   777 1.38415E+00 7.14725E+08
   778 1.38415E+00 7.14725E+08
   782 1.38415E+00 7.14725E+08
   783 1.38415E+00 7.14725E+08
   802 7.64198E-01 3.95747E+08
   803 7.64199E-01 3.95747E+08
   807 7.64199E-01 3.95747E+08
   808 7.64199E-01 3.95748E+08
   778 1.38415E+00 7.14725E+08
   779 1.38415E+00 7.14725E+08
   783 1.38415E+00 7.14725E+08
   784 1.38415E+00 7.14725E+08
   803 7.64199E-01 3.95747E+08
   804 7.64198E-01 3.95747E+08
   808 7.64199E-01 3.95748E+08
   809 7.64198E-01 3.95747E+08
   780 1.38415E+00 7.14725E+08
   781 1.38415E+00 7.14725E+08
   785 1.38415E+00 7.14725E+08
   786 1.38415E+00 7.14725E+08
   805 7.64199E-01 3.95747E+08
   806 7.64199E-01 3.95748E+08
   810 7.64198E-01 3.95747E+08
   811 7.64199E-01 3.95747E+08
   781 1.38415E+00 7.14725E+08
   782 1.38415E+00 7.14725E+08
   786 1.38415E+00 7.14725E+08
   787 1.38415E+00 7.14725E+08
   806 7.64199E-01 3.95748E+08
   807 7.64199E-01 3.95747E+08
   811 7.64199E-01 3.95747E+08
   812 7.64199E-01 3.95747E+08
   782 1.38415E+00 7.14725E+08
   783 1.38415E+00 7.14725E+08
   787 1.38415E+00 7.14725E+08
   788 1.38415E+00 7.14725E+08
   807 7.64199E-01 3.95747E+08
   808 7.64199E-01 3.95748E+08
   812 7.64199E-01 3.95747E+08
   813 7.64199E-01 3.95747E+08
   783 1.38415E+00 7.14725E+08
   784 1.38415E+00 7.14725E+08
   788 1.38415E+00 7.14725E+08
   789 1.38415E+00 7.14725E+08
   808 7.64199E-01 3.95748E+08
   809 7.64198E-01 3.95747E+08
   813 7.64199E-01 3.95747E+08
   814 7.64198E-01 3.95747E+08
   785 1.38415E+00 7.14725E+08
   786 1.38415E+00 7.14725E+08
   790 1.38415E+00 7.14725E+08
   791 1.38415E+00 7.14725E+08
   810 7.64198E-01 3.95747E+08
   811 7.64199E-01 3.95747E+08
   815 7.64198E-01 3.95747E+08
   816 7.64199E-01 3.95748E+08
   786 1.38415E+00 7.14725E+08
   787 1.38415E+00 7.14725E+08
   791 1.38415E+00 7.14725E+08
   792 1.38415E+00 7.14725E+08
   811 7.64199E-01 3.95747E+08
   812 7.64199E-01 3.95747E+08
   816 7.64199E-01 3.95748E+08
   817 7.64199E-01 3.95747E+08
   787 1.38415E+00 7.14725E+08
   788 1.38415E+00 7.14725E+08
   792 1.38415E+00 7.14725E+08
   793 1.38415E+00 7.14725E+08
   812 7.64199E-01 3.95747E+08
   813 7.64199E-01 3.95747E+08
   817 7.64199E-01 3.95747E+08
   818 7.64199E-01 3.95747E+08
   788 1.38415E+00 7.14725E+08
   789 1.38415E+00 7.14725E+08
   793 1.38415E+00 7.14725E+08
   794 1.38415E+00 7.14725E+08
   813 7.64199E-01 3.95747E+08
   814 7.64198E-01 3.95747E+08
   818 7.64199E-01 3.95747E+08
   819 7.64198E-01 3.95747E+08
   790 1.38415E+00 7.14725E+08
   791 1.38415E+00 7.14725E+08
   795 1.38415E+00 7.14725E+08
   796 1.38415E+00 7.14725E+08
   815 7.64198E-01 3.95747E+08
   816 7.64199E-01 3.95748E+08
   820 7.64198E-01 3.95747E+08
   821 7.64199E-01 3.95747E+08
   791 1.38415E+00 7.14725E+08
   792 1.38415E+00 7.14725E+08
   796 1.38415E+00 7.14725E+08
   797 1.38415E+00 7.14725E+08
   816 7.64199E-01 3.95748E+08
   817 7.64199E-01 3.95747E+08
   821 7.64199E-01 3.95747E+08
   822 7.64198E-01 3.95747E+08
   792 1.38415E+00 7.14725E+08
   793 1.38415E+00 7.14725E+08
   797 1.38415E+00 7.14725E+08
   798 1.38415E+00 7.14725E+08
   817 7.64199E-01 3.95747E+08
   818 7.64199E-01 3.95747E+08
   822 7.64198E-01 3.95747E+08
   823 7.64198E-01 3.95747E+08
   793 1.38415E+00 7.14725E+08
   794 1.38415E+00 7.14725E+08
   798 1.38415E+00 7.14725E+08
   799 1.38415E+00 7.14724E+08
   818 7.64199E-01 3.95747E+08
   819 7.64198E-01 3.95747E+08
   823 7.64198E-01 3.95747E+08
   824 7.64198E-01 3.95747E+08
